月份,項目,金額,數量,比率,來源,單位,客戶,耗時分鐘
2026/7/2,前段,54.11,239,2.53,待確認,製造,永利,137
0617,中段,86.82,211,78.84,已回報,製造,捷欣,114
0714,中段,69.72,77,21.45,,研發,力鋼,33
2026/7/26,中段,88.98,222,81.42,待確認,品保,東昇,161
7月14日,後段,95.52,21,92.48,,品保,順發,222
6月3日,中段,55.39,26,63.39,已回報,製造,捷欣,235
2026/6/4,前段,37.41,19,11.88,,品保,永利,184
2026/6/18,前段,97.33,,65.29,待確認,資材,力鋼,133
2026/6/7,完成,58.66,118,65.97,,製造,順發,46
2026/6/27,前段,82.51,198,71.31,,研發,力鋼,51
0628,前段,45.15,117,94.0,,品保,順發,180
7月14日,前段,55.41,170,96.69,已回報,營運,大宏,88
2026/7/20,完成,74.84,,36.59,,研發,大宏,166
7月30日,完成,45.03,,56.43,待確認,品保,力鋼,22
0626,後段,10.27,133,41.83,,製造,大宏,104
2026/6/20,完成,58.69,70,75.35,已回報,營運,東昇,173
0717,完成,92.07,,50.71,,品保,力鋼,183
2026/6/13,中段,23.05,229,55.94,,製造,大宏,232
2026/6/5,中段,6.32,155,85.59,,品保,捷欣,34
6月23日,前段,96.31,240,86.77,,營運,順發,180
6月17日,後段,17.69,24,60.18,,研發,大宏,69
2026/7/27,前段,28.3,,28.31,已回報,品保,東昇,103
0724,完成,26.34,104,27.2,已回報,營運,力鋼,209
6月21日,後段,0.84,,34.92,待確認,研發,大宏,188
0714,後段,82.29,104,12.53,,品保,永利,103
0726,前段,94.97,167,9.39,,品保,力鋼,163
6月2日,完成,13.33,210,23.78,待確認,營運,捷欣,113
0702,完成,94.89,168,17.23,,營運,大宏,167
0727,前段,26.16,224,7.76,,營運,力鋼,111
6月6日,後段,56.54,55,42.57,,製造,東昇,57
6月1日,前段,6.11,,90.18,,研發,捷欣,97
2026/7/25,後段,16.52,140,39.0,,製造,力鋼,138
7月17日,完成,95.68,1,73.17,已回報,研發,力鋼,102
2026/7/8,完成,95.42,,69.06,,資材,捷欣,16
2026/7/4,完成,93.74,55,21.11,,資材,力鋼,49
7月18日,中段,85.49,12,97.24,,資材,東昇,23
0625,前段,38.68,187,34.28,待確認,製造,力鋼,147
0718,前段,69.95,133,84.12,,資材,捷欣,119
0628,完成,72.42,233,64.15,待確認,品保,力鋼,45
0710,中段,30.2,109,30.84,已回報,資材,東昇,186
0613,完成,63.02,49,97.02,待確認,營運,永利,62
2026/7/21,前段,32.19,211,5.47,,製造,東昇,65
6月20日,前段,89.03,72,97.83,待確認,製造,順發,70
2026/7/23,完成,2.04,19,55.57,,營運,永利,105
7月25日,中段,30.31,134,85.83,已回報,製造,力鋼,27
0716,完成,24.61,237,62.49,,營運,力鋼,225
0715,完成,56.96,203,66.38,,製造,捷欣,191
2026/6/13,前段,41.9,20,59.47,,資材,順發,176
2026/6/25,完成,46.8,75,47.77,,製造,大宏,14
2026/6/11,後段,22.15,,82.26,,製造,永利,74
2026/7/24,後段,23.97,165,50.39,已回報,品保,順發,63
2026/6/29,完成,80.79,146,95.31,已回報,營運,力鋼,100
2026/6/19,前段,48.93,,59.86,已回報,研發,東昇,41
2026/7/14,後段,56.2,213,93.79,,營運,大宏,224
6月20日,中段,65.13,13,51.49,,製造,大宏,195
0629,前段,38.29,,41.5,,資材,東昇,60
2026/7/17,中段,45.87,159,61.96,待確認,品保,順發,3
6月4日,中段,85.18,102,86.59,待確認,資材,力鋼,19
6月12日,中段,12.56,93,87.45,已回報,營運,順發,52
2026/6/18,前段,53.93,,60.97,待確認,資材,東昇,178
2026/6/6,中段,16.78,85,26.2,,營運,大宏,167
2026/6/11,前段,94.54,82,2.21,,研發,力鋼,73
0614,中段,94.68,163,41.93,待確認,品保,永利,23
2026/7/2,完成,19.05,194,37.04,待確認,研發,捷欣,181
0614,完成,78.23,177,94.54,已回報,資材,力鋼,101
2026/7/19,前段,61.85,15,80.07,,營運,永利,204
6月19日,中段,73.95,,93.3,,資材,捷欣,63
2026/7/26,中段,66.53,50,70.97,,製造,東昇,218
0604,前段,0.64,,20.78,已回報,研發,東昇,215
0621,前段,62.13,163,88.84,,資材,永利,183
7月10日,後段,84.56,,89.99,,研發,大宏,71
0724,完成,39.55,41,8.13,已回報,製造,東昇,188
0730,中段,67.51,,97.03,已回報,研發,力鋼,209
2026/6/25,前段,97.59,20,6.82,待確認,品保,力鋼,126
0701,前段,42.72,54,2.87,待確認,營運,大宏,66
2026/6/14,中段,48.47,223,63.16,待確認,營運,力鋼,204
0725,中段,79.66,139,77.46,待確認,品保,力鋼,49
6月5日,完成,56.92,210,86.36,,品保,捷欣,226
6月12日,完成,19.8,,10.6,,研發,順發,187
6月6日,前段,75.43,60,16.53,已回報,資材,東昇,121
2026/6/16,中段,64.81,6,82.16,已回報,研發,永利,225
2026/6/11,中段,91.0,212,25.53,,製造,力鋼,32
2026/6/29,中段,83.76,88,10.09,已回報,營運,順發,58
6月30日,中段,10.66,114,33.02,,營運,順發,190
0624,完成,11.39,,42.49,,研發,東昇,44
2026/6/27,前段,59.73,138,55.62,已回報,研發,力鋼,171
0716,前段,43.53,60,44.68,,品保,順發,51
6月12日,後段,89.62,2,89.59,,資材,東昇,123
7月1日,前段,29.34,29,54.05,待確認,研發,力鋼,42
